i,j,value
18,86,8.08529e-35
18,87,2.01354e-35
18,88,4.46649e-36
18,89,8.88372e-37
18,90,1.59364e-37
18,91,2.59173e-38
18,92,3.83843e-39
18,93,5.19758e-40
18,94,6.45704e-41
18,95,7.38204e-42
18,96,7.79122e-43
18,97,7.56701e-44
18,98,5.60519e-45
18,99,0
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,0
19,16,0
19,17,0
19,18,0
19,19,0
19,20,0
19,21,0
19,22,0
19,23,0
19,24,0
19,25,0
19,26,0
19,27,0
19,28,0
19,29,0
19,30,0
19,31,0
19,32,0
19,33,0
19,34,0
19,35,0
19,36,0
19,37,0
19,38,0
19,39,0
19,40,1.4013e-44
19,41,1.65353e-43
19,42,1.79366e-42
19,43,1.79857e-41
19,44,1.667e-40
19,45,1.4266e-39
19,46,1.12423e-38
19,47,8.13341e-38
19,48,5.38339e-37
19,49,3.24706e-36
19,50,1.77675e-35
19,51,8.77495e-35
19,52,3.88894e-34
19,53,1.53653e-33
19,54,5.37275e-33
19,55,1.64935e-32
19,56,4.40783e-32
19,57,1.01716e-31
19,58,2.0138e-31
19,59,3.41366e-31
19,60,4.98517e-31
19,61,6.38502e-31
19,62,7.38167e-31
19,63,7.95804e-31
19,64,8.23389e-31
19,65,8.3451e-31
19,66,8.38346e-31
19,67,8.39494e-31
19,68,8.39794e-31
19,69,8.39862e-31
19,70,8.39862e-31
19,71,8.39794e-31
19,72,8.39494e-31
19,73,8.38346e-31
19,74,8.3451e-31
19,75,8.23389e-31
19,76,7.95804e-31
19,77,7.38167e-31
19,78,6.38502e-31
19,79,4.98517e-31
19,80,3.41366e-31
19,81,2.0138e-31
19,82,1.01716e-31
19,83,4.40783e-32
19,84,1.64935e-32
19,85,5.37275e-33
19,86,1.53653e-33
19,87,3.88894e-34
19,88,8.77495e-35
19,89,1.77675e-35
19,90,3.24706e-36
19,91,5.38339e-37
19,92,8.13341e-38
19,93,1.12423e-38
19,94,1.4266e-39
19,95,1.667e-40
19,96,1.79857e-41
19,97,1.79366e-42
19,98,1.63952e-43
19,99,0
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,0
20,20,0
20,21,0
20,22,0
20,23,0
20,24,0
20,25,0
20,26,0
20,27,0
20,28,0
20,29,0
20,30,0
20,31,0
20,32,0
20,33,0
20,34,0
20,35,0
20,36,0
20,37,0
20,38,1.4013e-45
20,39,2.8026e-44
20,40,3.39114e-43
20,41,3.83535e-42
20,42,4.04751e-41
20,43,3.96322e-40
20,44,3.59361e-39
20,45,3.0105e-38
20,46,2.32384e-37
20,47,1.64781e-36
20,48,1.06966e-35
20,49,6.33156e-35
20,50,3.40227e-34
20,51,1.65128e-33
20,52,7.19747e-33
20,53,2.79923e-32
20,54,9.6444e-32
20,55,2.92067e-31
20,56,7.71081e-31
20,57,1.76084e-30
20,58,3.45709e-30
20,59,5.82552e-30
20,60,8.47873e-30
20,61,1.08472e-29
20,62,1.25434e-29
20,63,1.35332e-29
20,64,1.40122e-29
20,65,1.42078e-29
20,66,1.42763e-29
20,67,1.4297e-29
20,68,1.43026e-29
20,69,1.43038e-29
20,70,1.43038e-29
20,71,1.43026e-29
20,72,1.4297e-29
20,73,1.42763e-29
20,74,1.42078e-29
20,75,1.40122e-29
20,76,1.35332e-29
20,77,1.25434e-29
20,78,1.08472e-29
20,79,8.47873e-30
20,80,5.82551e-30
20,81,3.45709e-30
20,82,1.76084e-30
20,83,7.71081e-31
20,84,2.92067e-31
20,85,9.6444e-32
20,86,2.79923e-32
20,87,7.19747e-33
20,88,1.65128e-33
20,89,3.40227e-34
20,90,6.33156e-35
20,91,1.06966e-35
20,92,1.64781e-36
20,93,2.32384e-37
20,94,3.01051e-38
20,95,3.59361e-39
20,96,3.96321e-40
20,97,4.04751e-41
20,98,3.80733e-42
20,99,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,0
21,25,0
21,26,0
21,27,0
21,28,0
21,29,0
21,30,0
21,31,0
21,32,0
21,33,0
21,34,0
21,35,0
21,36,0
21,37,2.8026e-45
21,38,5.04467e-44
21,39,6.38992e-43
21,40,7.60485e-42
21,41,8.43301e-41
21,42,8.69885e-40
21,43,8.33196e-39
21,44,7.39511e-38
21,45,6.0677e-37
21,46,4.59008e-36
21,47,3.19163e-35
21,48,2.03283e-34
21,49,1.18139e-33
21,50,6.23675e-33
21,51,2.97593e-32
21,52,1.27622e-31
21,53,4.88763e-31
21,54,1.65988e-30
21,55,4.96053e-30
21,56,1.29418e-29
21,57,2.92547e-29
21,58,5.69715e-29
21,59,9.5451e-29
21,60,1.38469e-28
21,61,1.76949e-28
21,62,2.04666e-28
21,63,2.20979e-28
21,64,2.2896e-28
21,65,2.3226e-28
21,66,2.33432e-28
21,67,2.33793e-28
21,68,2.3389e-28
21,69,2.33913e-28
21,70,2.33913e-28
21,71,2.3389e-28
21,72,2.33793e-28
21,73,2.33432e-28
21,74,2.3226e-28
21,75,2.2896e-28
21,76,2.20979e-28
21,77,2.04666e-28
21,78,1.76949e-28
21,79,1.38469e-28
21,80,9.5451e-29
21,81,5.69715e-29
21,82,2.92547e-29
21,83,1.29418e-29
21,84,4.96053e-30
21,85,1.65988e-30
21,86,4.88763e-31
21,87,1.27622e-31
21,88,2.97593e-32
21,89,6.23675e-33
21,90,1.18139e-33
21,91,2.03283e-34
21,92,3.19163e-35
21,93,4.59008e-36
21,94,6.0677e-37
21,95,7.39511e-38
21,96,8.33196e-39
21,97,8.69834e-40
21,98,8.36926e-41
21,99,0
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
22,25,0
22,26,0
22,27,0
22,28,0
22,29,0
22,30,0
22,31,0
22,32,0
22,33,0
22,34,0
22,35,0
22,36,5.60519e-45
22,37,8.40779e-44
22,38,1.12524e-42
22,39,1.40172e-41
22,40,1.62978e-40
22,41,1.76663e-39
22,42,1.78254e-38
22,43,1.67112e-37
22,44,1.45258e-36
22,45,1.1679e-35
22,46,8.66244e-35
22,47,5.90907e-34
22,48,3.69448e-33
22,49,2.10888e-32
22,50,1.09422e-31
22,51,5.13516e-31
22,52,2.16753e-30
22,53,8.17741e-30
22,54,2.73835e-29
22,55,8.07852e-29
22,56,2.08345e-28
22,57,4.66328e-28
22,58,9.01006e-28
22,59,1.50115e-27
22,60,2.17076e-27
22,61,2.77091e-27
22,62,3.20559e-27
22,63,3.46357e-27
22,64,3.59113e-27
22,65,3.64453e-27
22,66,3.66374e-27
22,67,3.66975e-27
22,68,3.6714e-27
22,69,3.67178e-27
22,70,3.67178e-27
22,71,3.6714e-27
22,72,3.66975e-27
22,73,3.66374e-27
22,74,3.64453e-27
22,75,3.59113e-27
22,76,3.46357e-27
22,77,3.20559e-27
22,78,2.77091e-27
22,79,2.17076e-27
22,80,1.50115e-27
22,81,9.01006e-28
22,82,4.66328e-28
22,83,2.08345e-28
22,84,8.07852e-29
22,85,2.73835e-29
22,86,8.17741e-30
22,87,2.16753e-30
22,88,5.13516e-31
22,89,1.09422e-31
22,90,2.10888e-32
22,91,3.69448e-33
22,92,5.90908e-34
22,93,8.66244e-35
22,94,1.1679e-35
22,95,1.45258e-36
22,96,1.67112e-37
22,97,1.78243e-38
22,98,1.75261e-39
22,99,0
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
23,25,0
23,26,0
23,27,0
23,28,0
23,29,0
23,30,0
23,31,0
23,32,0
23,33,0
23,34,0
23,35,7.00649e-45
23,36,1.33123e-43
23,37,1.84831e-42
23,38,2.40575e-41
23,39,2.92653e-40
23,40,3.32604e-39
23,41,3.52653e-38
23,42,3.48257e-37
23,43,3.19724e-36
23,44,2.72307e-35
23,45,2.14644e-34
23,46,1.56166e-33
23,47,1.04555e-32
23,48,6.41956e-32
23,49,3.60073e-31
23,50,1.83697e-30
23,51,8.48209e-30
23,52,3.52522e-29
23,53,1.31059e-28
23,54,4.32899e-28
23,55,1.26113e-27
23,56,3.21611e-27
23,57,7.1296e-27
23,58,1.36702e-26
23,59,2.26525e-26
23,60,3.26555e-26
23,61,4.16378e-26
23,62,4.81784e-26
23,63,5.20919e-26
23,64,5.40469e-26
23,65,5.48751e-26
23,66,5.51769e-26
23,67,5.52727e-26
23,68,5.52995e-26
23,69,5.53058e-26
23,70,5.53058e-26
23,71,5.52995e-26
23,72,5.52727e-26
23,73,5.51769e-26
23,74,5.48751e-26
23,75,5.40469e-26
23,76,5.20919e-26
23,77,4.81784e-26
23,78,4.16378e-26
23,79,3.26555e-26
23,80,2.26525e-26
23,81,1.36702e-26
23,82,7.1296e-27
23,83,3.21611e-27
23,84,1.26113e-27
23,85,4.32899e-28
23,86,1.31059e-28
23,87,3.52522e-29
23,88,8.48209e-30
23,89,1.83697e-30
23,90,3.60073e-31
23,91,6.41956e-32
23,92,1.04555e-32
23,93,1.56166e-33
23,94,2.14644e-34
23,95,2.72307e-35
23,96,3.19724e-36
23,97,3.48233e-37
23,98,3.49727e-38
23,99,0
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
24,30,0
24,31,0
24,32,0
24,33,0
24,34,1.12104e-44
24,35,1.9478e-43
24,36,2.83903e-42
24,37,3.84895e-41
24,38,4.88983e-40
24,39,5.81468e-39
24,40,6.46379e-38
24,41,6.70725e-37
24,42,6.486e-36
24,43,5.83409e-35
24,44,4.87095e-34
24,45,3.76586e-33
24,46,2.68879e-32
24,47,1.76758e-31
24,48,1.06622e-30
24,49,5.87883e-30
24,50,2.95004e-29
24,51,1.34073e-28
24,52,5.48845e-28
24,53,2.01147e-27
24,54,6.55574e-27
24,55,1.88654e-26
24,56,4.75862e-26
24,57,1.0451e-25
24,58,1.989e-25
24,59,3.27861e-25
24,60,4.71213e-25
24,61,6.00173e-25
24,62,6.94564e-25
24,63,7.51487e-25
24,64,7.80208e-25
24,65,7.92518e-25
24,66,7.97062e-25
24,67,7.98524e-25
24,68,7.98938e-25
24,69,7.99038e-25
24,70,7.99038e-25
24,71,7.98938e-25
24,72,7.98524e-25
24,73,7.97062e-25
24,74,7.92518e-25
24,75,7.80208e-25
24,76,7.51487e-25
24,77,6.94564e-25
24,78,6.00173e-25
24,79,4.71213e-25
24,80,3.2786e-25
24,81,1.989e-25
24,82,1.0451e-25
24,83,4.75862e-26
24,84,1.88654e-26
24,85,6.55574e-27
24,86,2.01147e-27
24,87,5.48845e-28
24,88,1.34073e-28
24,89,2.95004e-29
24,90,5.87883e-30
24,91,1.06622e-30
24,92,1.76758e-31
24,93,2.68879e-32
24,94,3.76586e-33
24,95,4.87095e-34
24,96,5.83408e-35
24,97,6.48552e-36
24,98,6.6491e-37
24,99,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,24,0
25,25,0
25,26,0
25,27,0
25,28,0
25,29,0
25,30,0
25,31,0
25,32,0
25,33,1.68156e-44
25,34,2.70451e-43
25,35,4.07217e-42
25,36,5.74729e-41
25,37,7.6118e-40
25,38,9.45257e-39
25,39,1.0994e-37
25,40,1.19601e-36
25,41,1.21521e-35
25,42,1.15128e-34
25,43,1.01509e-33
25,44,8.31186e-33
25,45,6.30565e-32
25,46,4.42011e-31
25,47,2.85428e-30
25,48,1.69216e-29
25,49,9.17511e-29
25,50,4.53038e-28
25,51,2.02728e-27
25,52,8.17716e-27
25,53,2.95524e-26
25,54,9.50671e-26
25,55,2.7032e-25
25,56,6.74625e-25
25,57,1.46821e-24
25,58,2.77413e-24
25,59,4.54946e-24
25,60,6.51943e-24
25,61,8.29475e-24
25,62,9.60067e-24
25,63,1.03943e-23
25,64,1.07986e-23
25,65,1.09738e-23
25,66,1.10393e-23
25,67,1.10607e-23
25,68,1.10668e-23
25,69,1.10683e-23
25,70,1.10683e-23
25,71,1.10668e-23
25,72,1.10607e-23
25,73,1.10393e-23
25,74,1.09738e-23
25,75,1.07986e-23
25,76,1.03943e-23
25,77,9.60067e-24
25,78,8.29475e-24
25,79,6.51943e-24
25,80,4.54946e-24
25,81,2.77413e-24
25,82,1.46821e-24
25,83,6.74625e-25
25,84,2.7032e-25
25,85,9.50671e-26
25,86,2.95524e-26
25,87,8.17716e-27
25,88,2.02728e-27
25,89,4.53038e-28
25,90,9.17511e-29
25,91,1.69216e-29
25,92,2.85428e-30
25,93,4.42011e-31
25,94,6.30565e-32
25,95,8.31186e-33
25,96,1.01508e-33
25,97,1.15118e-34
25,98,1.20422e-35
25,99,0
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0
26,13,0
26,14,0
26,15,0
26,16,0
26,17,0
26,18,0
26,19,0
26,20,0
26,21,0
26,22,0
26,23,0
26,24,0
26,25,0
26,26,0
26,27,0
26,28,0
26,29,0
26,30,0
26,31,0
26,32,2.10195e-44
26,33,3.47522e-43
26,34,5.46506e-42
26,35,8.01627e-41
26,36,1.10506e-39
26,37,1.4306e-38
26,38,1.73756e-37
26,39,1.97764e-36
26,40,2.10655e-35
26,41,2.09683e-34
26,42,1.94713e-33
26,43,1.68361e-32
26,44,1.35264e-31
26,45,1.00735e-30
26,46,6.9354e-30
26,47,4.40096e-29
26,48,2.5653e-28
26,49,1.36834e-27
26,50,6.65057e-27
26,51,2.93128e-26
26,52,1.16538e-25
26,53,4.15457e-25
26,54,1.31956e-24
26,55,3.70859e-24
26,56,9.15971e-24
26,57,1.9759e-23
26,58,3.70725e-23
26,59,6.04959e-23
26,60,8.6443e-23
26,61,1.09866e-22
26,62,1.2718e-22
26,63,1.37779e-22
26,64,1.4323e-22
26,65,1.45619e-22
26,66,1.46523e-22
26,67,1.46822e-22
26,68,1.46909e-22
26,69,1.46931e-22
26,70,1.46931e-22
26,71,1.46909e-22
26,72,1.46822e-22
26,73,1.46523e-22
26,74,1.45619e-22
26,75,1.4323e-22
26,76,1.37779e-22
26,77,1.2718e-22
26,78,1.09866e-22
26,79,8.6443e-23
26,80,6.04959e-23
26,81,3.70725e-23
26,82,1.9759e-23
26,83,9.15971e-24
26,84,3.70859e-24
26,85,1.31956e-24
26,86,4.15457e-25
26,87,1.16538e-25
26,88,2.93128e-26
26,89,6.65057e-27
26,90,1.36834e-27
26,91,2.5653e-28
26,92,4.40096e-29
26,93,6.9354e-30
26,94,1.00735e-30
26,95,1.35264e-31
26,96,1.68361e-32
26,97,1.94695e-33
26,98,2.07706e-34
26,99,0
27,0,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,6,0
27,7,0
27,8,0
27,9,0
27,10,0
27,11,0
27,12,0
27,13,0
27,14,0
27,15,0
27,16,0
27,17,0
27,18,0
27,19,0
27,20,0
27,21,0
27,22,0
27,23,0
27,24,0
27,25,0
27,26,0
27,27,0
27,28,0
27,29,0
27,30,0
27,31,2.24208e-44
27,32,4.23192e-43
27,33,6.86636e-42
27,34,1.04526e-40
27,35,1.49746e-39
27,36,2.0177e-38
27,37,2.5547e-37
27,38,3.03638e-36
27,39,3.38371e-35
27,40,3.53081e-34
27,41,3.44467e-33
27,42,3.13674e-32
27,43,2.66098e-31
27,44,2.09852e-30
27,45,1.53481e-29
27,46,1.03826e-28
27,47,6.4768e-28
27,48,3.71327e-27
27,49,1.94919e-26
27,50,9.32851e-26
27,51,4.05113e-25
27,52,1.58801e-24
27,53,5.58619e-24
27,54,1.75233e-23
27,55,4.86912e-23
27,56,1.19049e-22
27,57,2.54608e-22
27,58,4.74451e-22
27,59,7.70488e-22
27,60,1.09788e-21
27,61,1.39392e-21
27,62,1.61377e-21
27,63,1.74932e-21
27,64,1.81968e-21
27,65,1.85085e-21
27,66,1.86279e-21
27,67,1.86678e-21
27,68,1.86796e-21
27,69,1.86826e-21
27,70,1.86826e-21
27,71,1.86796e-21
27,72,1.86678e-21
27,73,1.86279e-21
27,74,1.85085e-21
27,75,1.81968e-21
27,76,1.74932e-21
27,77,1.61377e-21
27,78,1.39392e-21
27,79,1.09788e-21
27,80,7.70488e-22
27,81,4.74451e-22
27,82,2.54608e-22
27,83,1.19049e-22
27,84,4.86912e-23
27,85,1.75233e-23
27,86,5.58619e-24
27,87,1.58801e-24
27,88,4.05113e-25
27,89,9.32851e-26
27,90,1.94919e-26
27,91,3.71327e-27
27,92,6.4768e-28
27,93,1.03826e-28
27,94,1.53481e-29
27,95,2.09852e-30
27,96,2.66098e-31
27,97,3.13643e-32
27,98,3.41083e-33
27,99,0
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,0
28,19,0
28,20,0
28,21,0
28,22,0
28,23,0
28,24,0
28,25,0
28,26,0
28,27,0
28,28,0
28,29,0
28,30,2.66247e-44
28,31,4.82047e-43
28,32,8.07849e-42
28,33,1.27478e-40
28,34,1.89539e-39
28,35,2.65412e-38
28,36,3.49756e-37
28,37,4.33343e-36
28,38,5.04272e-35
28,39,5.50486e-34
28,40,5.62979e-33
28,41,5.38574e-32
28,42,4.81135e-31
28,43,4.00619e-30
28,44,3.10249e-29
28,45,2.22931e-28
28,46,1.48234e-27
28,47,9.09371e-27
28,48,5.12978e-26
28,49,2.65087e-25
28,50,1.24965e-24
28,51,5.34882e-24
28,52,2.06794e-23
28,53,7.18024e-23
28,54,2.22516e-22
28,55,6.11467e-22
28,56,1.48036e-21
28,57,3.13957e-21
28,58,5.81173e-21
28,59,9.39375e-21
28,60,1.33489e-20
28,61,1.6931e-20
28,62,1.96031e-20
28,63,2.12623e-20
28,64,2.21312e-20
28,65,2.25202e-20
28,66,2.26709e-20
28,67,2.2722e-20
28,68,2.27373e-20
28,69,2.27412e-20
28,70,2.27412e-20
28,71,2.27373e-20
28,72,2.2722e-20
28,73,2.26709e-20
28,74,2.25202e-20
28,75,2.21312e-20
28,76,2.12623e-20
28,77,1.96031e-20
28,78,1.6931e-20
28,79,1.33489e-20
28,80,9.39375e-21
28,81,5.81173e-21
28,82,3.13957e-21
28,83,1.48036e-21
28,84,6.11467e-22
28,85,2.22516e-22
28,86,7.18024e-23
28,87,2.06794e-23
28,88,5.34882e-24
28,89,1.24965e-24
28,90,2.65087e-25
28,91,5.12978e-26
28,92,9.09371e-27
28,93,1.48234e-27
28,94,2.22931e-28
28,95,3.10249e-29
28,96,4.00618e-30
28,97,4.81085e-31
28,98,5.33069e-32
28,99,0
29,0,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,0
29,7,0
29,8,0
29,9,0
29,10,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0
29,17,0
29,18,0
29,19,0
29,20,0
29,21,0
29,22,0
29,23,0
29,24,0
29,25,0
29,26,0
29,27,0
29,28,0
29,29,2.8026e-44
29,30,5.14277e-43
29,31,8.90665e-42
29,32,1.45484e-40
29,33,2.24202e-39
29,34,3.25824e-38
29,35,4.46214e-37
29,36,5.75393e-36
29,37,6.97974e-35
29,38,7.95618e-34
29,39,8.5121e-33
29,40,8.53583e-32
29,41,8.0107e-31
29,42,7.02375e-30
29,43,5.74265e-29
29,44,4.36891e-28
29,45,3.08542e-27
29,46,2.01734e-26
29,47,1.2175e-25
29,48,6.75989e-25
29,49,3.44009e-24
29,50,1.5979e-23
29,51,6.74321e-23
29,52,2.57208e-22
29,53,8.81762e-22
29,54,2.70035e-21
29,55,7.34052e-21
29,56,1.76013e-20
29,57,3.70258e-20
29,58,6.80978e-20
29,59,1.09568e-19
29,60,1.55287e-19
29,61,1.96757e-19
29,62,2.27829e-19
29,63,2.47254e-19
29,64,2.57514e-19
29,65,2.62155e-19
29,66,2.63973e-19
29,67,2.64598e-19
29,68,2.64787e-19
29,69,2.64836e-19
29,70,2.64836e-19
29,71,2.64787e-19
29,72,2.64598e-19
29,73,2.63973e-19
29,74,2.62155e-19
29,75,2.57514e-19
29,76,2.47254e-19
29,77,2.27829e-19
29,78,1.96757e-19
29,79,1.55287e-19
29,80,1.09568e-19
29,81,6.80978e-20
29,82,3.70258e-20
29,83,1.76013e-20
29,84,7.34052e-21
29,85,2.70035e-21
29,86,8.81762e-22
29,87,2.57208e-22
29,88,6.74321e-23
29,89,1.5979e-23
29,90,3.44009e-24
29,91,6.75989e-25
29,92,1.2175e-25
29,93,2.01734e-26
29,94,3.08542e-27
29,95,4.36891e-28
29,96,5.74264e-29
29,97,7.02296e-30
29,98,7.92558e-31
29,99,0
30,0,0
30,1,0
30,2,0
30,3,0
30,4,0
30,5,0
30,6,0
30,7,0
30,8,0
30,9,0
30,10,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,16,0
30,17,0
30,18,0
30,19,0
30,20,0
30,21,0
30,22,0
30,23,0
30,24,0
30,25,0
30,26,0
30,27,0
30,28,2.66247e-44
30,29,5.14277e-43
30,30,9.20093e-42
30,31,1.5541e-40
30,32,2.47937e-39
30,33,3.73462e-38
30,34,5.3079e-37
30,35,7.11302e-36
30,36,8.98e-35
30,37,1.06703e-33
30,38,1.19201e-32
30,39,1.25044e-31
30,40,1.23007e-30
30,41,1.13295e-29
30,42,9.75358e-29
30,43,7.83355e-28
30,44,5.85689e-27
30,45,4.0668e-26
30,46,2.61554e-25
30,47,1.55346e-24
30,48,8.4924e-24
30,49,4.25739e-23
30,50,1.94915e-22
30,51,8.11224e-22
30,52,3.0537e-21
30,53,1.03392e-20
30,54,3.12984e-20
30,55,8.41852e-20
30,56,1.99979e-19
30,57,4.17342e-19
30,58,7.62765e-19
30,59,1.22183e-18
30,60,1.72718e-18
30,61,2.18624e-18
30,62,2.53166e-18
30,63,2.74903e-18
30,64,2.86482e-18
30,65,2.91771e-18
30,66,2.93867e-18
30,67,2.94595e-18
30,68,2.94819e-18
30,69,2.94877e-18
30,70,2.94877e-18
30,71,2.94819e-18
30,72,2.94595e-18
30,73,2.93867e-18
30,74,2.91771e-18
30,75,2.86482e-18
30,76,2.74903e-18
30,77,2.53166e-18
30,78,2.18624e-18
30,79,1.72718e-18
30,80,1.22183e-18
30,81,7.62765e-19
30,82,4.17342e-19
30,83,1.99979e-19
30,84,8.41852e-20
30,85,3.12984e-20
30,86,1.03392e-20
30,87,3.0537e-21
30,88,8.11224e-22
30,89,1.94915e-22
30,90,4.25739e-23
30,91,8.4924e-24
30,92,1.55346e-24
30,93,2.61554e-25
30,94,4.0668e-26
30,95,5.85689e-27
30,96,7.83354e-28
30,97,9.75239e-29
30,98,1.12044e-29
30,99,0
31,0,0
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,0
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,0
31,17,0
31,18,0
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
31,27,2.24208e-44
31,28,4.82047e-43
31,29,8.90665e-42
31,30,1.5541e-40
31,31,2.56388e-39
31,32,3.99802e-38
31,33,5.88954e-37
31,34,8.19077e-36
31,35,1.07461e-34
31,36,1.3289e-33
31,37,1.54747e-32
31,38,1.695e-31
31,39,1.74419e-30
31,40,1.68384e-29
31,41,1.52272e-28
31,42,1.28766e-27
31,43,1.01629e-26
31,44,7.47023e-26
31,45,5.10177e-25
31,46,3.22868e-24
31,47,1.88782e-23
31,48,1.01647e-22
31,49,5.02143e-22
31,50,2.26665e-21
31,51,9.30663e-21
31,52,3.45837e-20
31,53,1.15677e-19
31,54,3.46233e-19
31,55,9.21723e-19
31,56,2.1696e-18
31,57,4.49292e-18
31,58,8.16151e-18
31,59,1.3017e-17
31,60,1.83544e-17
31,61,2.32099e-17
31,62,2.68785e-17
31,63,2.92018e-17
31,64,3.04497e-17
31,65,3.10251e-17
31,66,3.12557e-17
31,67,3.13368e-17
31,68,3.1362e-17
31,69,3.13686e-17
31,70,3.13686e-17
31,71,3.1362e-17
31,72,3.13368e-17
31,73,3.12557e-17
31,74,3.10251e-17
31,75,3.04497e-17
31,76,2.92018e-17
31,77,2.68785e-17
31,78,2.32099e-17
31,79,1.83544e-17
31,80,1.3017e-17
31,81,8.16151e-18
31,82,4.49292e-18
31,83,2.1696e-18
31,84,9.21723e-19
31,85,3.46233e-19
31,86,1.15677e-19
31,87,3.45837e-20
31,88,9.30663e-21
31,89,2.26665e-21
31,90,5.02143e-22
31,91,1.01647e-22
31,92,1.88782e-23
31,93,3.22868e-24
31,94,5.10177e-25
31,95,7.47023e-26
31,96,1.01628e-26
31,97,1.28749e-27
31,98,1.50528e-28
31,99,0
32,0,0
32,1,0
32,2,0
32,3,0
32,4,0
32,5,0
32,6,0
32,7,0
32,8,0
32,9,0
32,10,0
32,11,0
32,12,0
32,13,0
32,14,0
32,15,0
32,16,0
32,17,0
32,18,0
32,19,0
32,20,0
32,21,0
32,22,0
32,23,0
32,24,0
32,25,0
32,26,2.10195e-44
32,27,4.23192e-43
32,28,8.07849e-42
32,29,1.45484e-40
32,30,2.47937e-39
32,31,3.99802e-38
32,32,6.09708e-37
32,33,8.78868e-36
32,34,1.19663e-34
32,35,1.53781e-33
32,36,1.86367e-32
32,37,2.12781e-31
32,38,2.28619e-30
32,39,2.3087e-29
32,40,2.18824e-28
32,41,1.94368e-27
32,42,1.61511e-26
32,43,1.25314e-25
32,44,9.05907e-25
32,45,6.0873e-24
32,46,3.79204e-23
32,47,2.18347e-22
32,48,1.15831e-21
32,49,5.64047e-21
32,50,2.51108e-20
32,51,1.01744e-19
32,52,3.7334e-19
32,53,1.23399e-18
32,54,3.65287e-18
32,55,9.62705e-18
32,56,2.24597e-17
32,57,4.61614e-17
32,58,8.33559e-17
32,59,1.32388e-16
32,60,1.86212e-16
32,61,2.35243e-16
32,62,2.72438e-16
32,63,2.9614e-16
32,64,3.08972e-16
32,65,3.14946e-16
32,66,3.17365e-16
32,67,3.18226e-16
32,68,3.18496e-16
32,69,3.18569e-16
32,70,3.18569e-16
32,71,3.18496e-16
32,72,3.18226e-16
32,73,3.17365e-16
32,74,3.14946e-16
32,75,3.08972e-16
32,76,2.9614e-16
32,77,2.72438e-16
32,78,2.35243e-16
32,79,1.86212e-16
32,80,1.32388e-16
32,81,8.33559e-17
32,82,4.61614e-17
32,83,2.24597e-17
32,84,9.62705e-18
32,85,3.65287e-18
32,86,1.23399e-18
